0,"vg_0a",0,0,0,0,0,0,0
1,"vg_01",0,0,0,0,0,0,0
2,"vg_02",0,0,0,0,0,0,0
3,"vg_03",0,0,0,0,0,0,0
4,"vg_05",0,0,0,0,0,0,0

5,"g001",0,0,0,0,0,0,0
6,"g001",0,0,0,0,90,0,0
7,"g002",0,0,0,0,0,0,0
8,"g002",0,0,0,0,90,1,0
9,"g003",0,0,0,0,0,0,0
10,"g003",0,0,0,0,90,1,0
11,"g004",0,0,0,0,0,0,0
12,"g004",0,0,0,0,90,1,0
13,"g005",0,0,0,0,0,0,0
14,"g005",0,0,0,0,90,1,0
15,"g006_dirtpatch",0,0,0,0,0,0,0
16,"g007_dirtpatch",0,0,0,0,0,0,0

17,"r001",0,0,0,0,0,0,0
18,"r002",0,0,0,0,0,0,0
19,"r002",0,0,0,0,90,1,0

20,"turnr45",0,0,0,0,0,0,0
21,"turnl45",0,0,0,0,0,0,0

22,"t001",0,0,0,0,0,0,0
23,"t002",0,0,0,0,0,0,0
24,"t003",0,0,0,0,0,0,0
25,"t004",0,0,0,0,0,0,0
26,"t005",0,0,0,0,0,0,0
27,"t006",0,0,0,0,0,0,0
28,"t007",0,0,0,0,0,0,0
29,"t008",0,0,0,0,0,0,0
30,"t009",0,0,0,0,0,0,0
31,"t010",0,0,0,0,0,0,0
32,"t011",0,0,0,0,0,0,0

33,"g002",0,0,0,0,45,0,0
34,"g003",0,0,0,0,45,0,0

35,"g002",0,0,0,0,-45,1,1
36,"g003",0,0,0,0,-45,1,1
37,"p002_graf",0,0,0,0,0,0,0
38,"p003",0,0,0,0,0,0,0
39,"p004_foot",0,0,0,0,0,0,0
40,"p005",0,0,0,0,0,0,0
41,"p005",0,0,0,0,90,1,0
42,"p006",0,0,0,0,0,0,0
43,"p006",0,0,0,0,90,1,0
44,"p007",0,0,0,0,0,0,0
45,"p007",0,0,0,0,90,1,0
46,"p008",0,0,0,0,0,0,0
47,"p008",0,0,0,0,90,1,0
48,"p009",0,0,0,0,0,0,0
49,"p009",0,0,0,0,90,1,0
50,"p010",0,0,0,0,0,0,0

51,"g008_rocks",0,0,0,0,0,0,0
52,"g008_rocks",0,0,0,0,45,0,0
53,"g008_rocks",0,0,0,0,90,1,0
54,"g008_rocks",0,0,0,0,45,1,0
55,"g009_gravel",0,0,0,0,0,0,0
56,"g010_tanbark",0,0,0,0,0,0,0

57,"t012_dande",0,0,0,0,0,0,0
58,"t013_blue",0,0,0,0,0,0,0
59,"roofred01",0,0,0,0,0,0,0
60,"roofred01",0,0,0,0,0,0,1
61,"b006",0,0,0,0,0,0,0
62,"b004",0,0,0,0,0,0,0

63,"vg_08",0,0,0,0,0,0,0
64,"vg_09",0,0,0,0,0,0,0

65,"p011",0,0,0,0,0,0,0
66,"p011",0,0,0,0,45,0,0
67,"p011",0,0,0,0,90,1,0
68,"p011",0,0,0,0,45,0,1

69,"turn190t",0,0,0,0,0,0,0
70,"turn290t",0,0,0,0,0,0,0
71,"turn390t",0,0,0,0,0,0,0
72,"turn190t",0,0,0,0,90,1,0

73,"p005",0,0,0,0,16,0,0
74,"p007",0,0,0,0,16,0,0

75,"vg_08",0,0,0,0,0,0,0
76,"vg_09",0,0,0,0,0,0,0
77,"turnr45",0,0,0,0,90,1,0
78,"turnl45",0,0,0,0,45,0,0

79,"p007",0,0,0,0,45,0,0
80,"p006",0,0,0,0,45,0,0
81,"p005",0,0,0,0,45,0,0

82,"mound01",0,0,0,0,0,0,0

83,"vg_10",0,0,0,0,0,0,0
84,"vg_0a",0,0,0,0,15,0,0
85,"vg_0b",0,0,0,0,15,0,0
86,"vg_0c",0,0,0,0,15,0,0
87,"vg_0b",0,0,0,0,0,0,0
88,"vg_0c",0,0,0,0,0,0,0

89,"p012",0,0,0,0,0,0,0
90,"g011_mulch",0,0,0,0,0,0,0
91,"turn390t",0,0,0,0,45,0,0
92,"turn190t",0,0,0,0,45,0,0
93,"turnl45",0,0,0,0,45,1,0
94,"turnl45",0,0,0,0,90,1,0
95,"turn290t",0,0,0,0,45,0,0
96,"turn290t",0,0,0,0,-45,0,0
97,"turnl45",0,0,0,0,90,0,0
98,"turnr45",0,0,0,0,90,0,0

99,"p006",0,0,0,0,135,0,0
100,"p006",0,0,0,0,-45,0,0

101,"p007",0,0,0,0,135,0,0
102,"p007",0,0,0,0,-45,0,0
103,"g009_gravel",0,0,0,0,45,0,0


104,"p001",0,0,0,0,90,1,0
105,"p003",0,0,0,0,0,0,0
106,"p013_pathendround",0,0,0,0,-90,0,0


107,"roofblue01",0,0,0,0,-45,0,0
108,"roofblue02",0,0,0,0,-45,0,0
109,"roofblue03",0,0,0,0,-45,0,0
110,"roofblue04",0,0,0,0,-45,0,0

111,"witcheshat",0,0,0,0,0,0,0



